24.055119,0
23.779528,0
26.259842,0
24.33071,1
23.779528,1
25.984251,0
27.913385,0
29.015749,0
28.188976,0
28.188976,0
24.33071,0
25.15748,0
31.771654,0
29.291338,0
28.188976,0
24.055119,0
29.566929,0
27.362206,0
25.433071,0
22.401575,0
14.133859,0
27.362206,0
15.23622,0
29.291338,0
28.188976,0
28.188976,0
27.913385,1
26.811024,0
30.66929,0
23.779528,0
26.811024,0
32.598427,0
23.779528,0
28.188976,0
24.606298,0
30.944881,0
28.188976,0
22.125984,0
22.125984,0
25.433071,0
26.259842,0
26.535433,0
29.015749,0
27.362206,0
27.637794,0
