Longitude,latitude,Temperature_17_09,Temperature_18_09,Temperature_19_09,Temperature_20_09,Temperature_22_09,Temperature_23_09,Temperature_24_09,Temperature_25_09,Temperature_26_09,Temperature_27_09,Temperature_28_09,Temperature_28_09,Temperature_28_09,Temperature_29_09,Temperature_30_09,Temperature_01_10,Temperature_02_10,Temperature_03_10,Temperature_04_10,Temperature_05_10,Temperature_06_10,Temperature_07_10,Temperature_08_10,Temperature_09_10,Temperature_10_10,Temperature_11_10,Temperature_12_10,Temperature_12_10,Temperature_13_10,Temperature_14_10,Temperature_15_10
-97,60,18.267717,10.0,7.2440944,16.889763,18.818897,10.0,13.307087,13.582677,8.897637,13.031496,2.559055,2.559055,2.559055,14.960629,-2.1259842,6.4173226,3.6614172,11.102363,0.9055118,10.275591,-3.2283463,-0.47244096,1.1811024,-1.2992126,9.724409,0.62992126,3.6614172,2.007874,2.007874,-2.6771653,-1.5748031
-88,60,16.338583,6.968504,14.133859,16.889763,18.543306,3.937008,16.062992,17.165354,11.929133,10.0,1.4566929,1.4566929,1.4566929,13.582677,1.4566929,10.0,9.724409,10.551181,-1.8503937,9.724409,2.559055,-0.19685039,0.35433072,3.1102362,8.346457,-1.5748031,3.937008,4.7637796,4.7637796,-3.503937,-2.952756
-84,60,16.614174,6.6929135,13.307087,23.779528,16.338583,11.377953,15.787401,18.543306,12.204724,15.23622,2.2834647,2.2834647,2.2834647,13.582677,0.9055118,9.448819,10.275591,8.622047,-3.2283463,10.275591,-2.952756,-0.47244096,-1.023622,-5.4330707,5.866142,-3.7795277,2.007874,6.4173226,6.4173226,-1.5748031,-10.6692915
-82,60,16.614174,7.2440944,10.826772,22.952755,16.338583,13.307087,14.960629,17.992126,10.275591,19.370079,8.346457,8.346457,8.346457,10.275591,-4.6062994,6.968504,12.204724,11.377953,1.7322835,6.141732,1.7322835,-1.2992126,-2.4015749,3.937008,5.03937,-4.3307085,2.8346457,6.4173226,6.4173226,-2.4015749,-7.913386
-67,60,15.23622,-7.6377954,18.267717,21.574802,17.440945,16.889763,15.787401,19.64567,13.031496,19.370079,10.0,10.0,10.0,11.102363,8.622047,5.866142,13.031496,10.275591,2.559055,7.5196853,3.937008,-0.7480315,-0.47244096,-1.5748031,8.622047,-6.2598424,4.7637796,3.1102362,3.1102362,-1.2992126,-13.149607
-64,60,14.6850395,8.897637,20.748032,22.952755,17.716536,18.818897,17.716536,18.267717,8.897637,21.023623,21.299213,21.299213,21.299213,9.448819,12.480315,10.826772,14.409449,7.2440944,-0.7480315,0.35433072,-3.7795277,-7.6377954,-2.4015749,3.937008,-8.188976,-7.6377954,2.2834647,1.7322835,1.7322835,-1.5748031,-7.3622046
-63,60,14.6850395,12.480315,20.19685,19.921259,13.031496,16.889763,16.889763,17.992126,6.141732,20.748032,21.574802,21.574802,21.574802,11.102363,10.826772,6.4173226,13.307087,7.2440944,0.35433072,8.346457,-5.7086616,-4.88189,0.9055118,5.3149605,-7.3622046,-5.1574802,2.2834647,1.4566929,1.4566929,-1.8503937,-6.2598424
-62,60,2.007874,14.133859,20.748032,21.574802,14.133859,14.6850395,16.614174,16.889763,7.5196853,22.952755,20.19685,20.19685,20.19685,12.204724,16.889763,8.622047,14.6850395,9.448819,8.622047,6.968504,-6.2598424,-13.700788,-0.47244096,4.7637796,-7.086614,-6.5354333,2.2834647,1.4566929,1.4566929,-9.291339,-5.7086616
-61,60,11.102363,6.6929135,21.299213,20.47244,2.8346457,16.614174,19.64567,17.440945,7.7952757,21.574802,18.543306,18.543306,18.543306,10.551181,8.622047,10.826772,10.0,7.5196853,2.007874,5.3149605,-10.393701,3.1102362,-0.47244096,3.3858268,-4.3307085,-2.952756,0.62992126,2.2834647,2.2834647,-5.7086616,-5.1574802
-60,60,5.866142,13.031496,21.023623,16.889763,11.929133,11.377953,18.818897,17.165354,2.559055,19.094488,14.6850395,14.6850395,14.6850395,10.826772,9.448819,13.031496,7.5196853,9.173228,-0.19685039,1.4566929,-4.055118,-2.1259842,-3.2283463,4.7637796,3.3858268,-5.1574802,0.35433072,0.9055118,0.9055118,-6.2598424,-5.7086616
-56,60,8.622047,12.204724,21.574802,18.818897,15.511811,14.409449,19.921259,15.787401,10.551181,13.582677,14.133859,14.133859,14.133859,10.0,8.897637,13.307087,10.0,8.070867,-1.8503937,5.3149605,-4.055118,-9.015748,-5.7086616,5.03937,2.8346457,1.1811024,1.4566929,4.2125983,4.2125983,-8.188976,-11.771653
-55,60,8.897637,18.267717,21.574802,13.582677,13.031496,10.551181,17.440945,10.551181,9.448819,17.440945,8.346457,8.346457,8.346457,10.275591,6.6929135,15.23622,9.173228,6.968504,8.622047,3.937008,6.141732,-4.88189,-4.88189,1.1811024,-1.023622,-10.944881,0.9055118,5.3149605,5.3149605,-3.7795277,-10.393701
-53,60,16.338583,14.409449,19.370079,23.779528,3.6614172,10.826772,15.23622,12.755905,20.47244,18.543306,8.622047,8.622047,8.622047,12.480315,8.346457,14.6850395,10.0,6.968504,2.007874,0.07874016,-3.2283463,2.007874,-9.015748,4.4881887,0.07874016,-6.2598424,-0.47244096,4.7637796,4.7637796,-12.322835,-8.464567
-51,60,19.370079,16.062992,16.614174,22.952755,9.448819,6.968504,15.511811,4.2125983,21.850393,19.370079,13.858268,13.858268,13.858268,11.929133,19.370079,15.787401,6.6929135,6.141732,3.1102362,-0.7480315,8.346457,-2.4015749,-6.8110237,3.3858268,-2.6771653,-9.291339,0.35433072,3.937008,3.937008,-2.6771653,-6.5354333
-43,60,19.370079,10.0,16.614174,22.952755,4.7637796,7.7952757,15.511811,11.653543,19.64567,21.023623,13.858268,13.858268,13.858268,11.653543,18.267717,13.582677,10.0,0.35433072,4.7637796,-2.1259842,9.173228,-6.2598424,-6.2598424,2.8346457,-4.88189,-11.496063,-0.7480315,2.2834647,2.2834647,-0.19685039,-9.291339
-42,60,21.299213,22.677166,17.440945,19.921259,10.275591,6.4173226,12.480315,9.724409,21.850393,17.992126,12.204724,12.204724,12.204724,6.4173226,13.307087,14.960629,0.62992126,2.559055,-0.7480315,-1.8503937,5.5905514,-2.4015749,-1.8503937,3.6614172,-3.2283463,-11.220472,3.1102362,-0.19685039,-0.19685039,0.07874016,-3.2283463
-41,60,21.850393,11.653543,16.614174,21.023623,4.7637796,7.2440944,15.511811,10.0,16.062992,19.921259,18.543306,18.543306,18.543306,3.937008,11.929133,15.511811,6.4173226,8.070867,0.62992126,3.6614172,7.5196853,7.5196853,-10.6692915,2.007874,-0.47244096,3.1102362,-1.5748031,2.8346457,2.8346457,0.62992126,-1.8503937
-40,60,17.440945,18.267717,16.614174,21.023623,12.480315,6.141732,9.724409,12.480315,20.47244,19.094488,10.826772,10.826772,10.826772,3.6614172,12.755905,15.511811,11.377953,6.968504,-1.023622,3.3858268,8.070867,10.0,1.1811024,0.9055118,-1.2992126,2.8346457,-2.4015749,-1.5748031,-1.5748031,-0.19685039,-0.19685039
-19,60,12.755905,14.6850395,16.338583,21.299213,8.622047,5.5905514,11.102363,13.031496,21.023623,21.299213,18.267717,18.267717,18.267717,4.4881887,13.858268,15.511811,13.307087,6.4173226,-1.5748031,7.5196853,8.622047,12.755905,8.622047,2.007874,2.2834647,2.2834647,3.1102362,-6.8110237,-6.8110237,-4.3307085,-19.212599
-18,60,9.173228,13.307087,14.409449,20.748032,7.7952757,6.6929135,11.377953,8.622047,21.023623,19.370079,18.267717,18.267717,18.267717,-10.944881,17.716536,15.23622,12.480315,7.5196853,1.1811024,14.6850395,10.551181,14.409449,3.3858268,-0.7480315,0.9055118,7.5196853,4.2125983,-2.6771653,-2.6771653,-7.3622046,-15.905512
21,59,13.858268,16.889763,19.921259,18.543306,8.897637,8.346457,10.826772,10.826772,18.543306,21.299213,17.440945,17.440945,17.440945,0.35433072,14.6850395,14.409449,10.551181,6.4173226,-0.19685039,13.858268,8.622047,7.7952757,5.3149605,-3.2283463,2.559055,1.7322835,-5.4330707,-3.503937,-3.503937,-5.1574802,12.204724
23,59,16.889763,18.267717,18.543306,20.19685,7.2440944,6.6929135,12.755905,13.031496,17.992126,19.921259,20.47244,20.47244,20.47244,0.07874016,14.133859,14.960629,13.307087,7.2440944,2.8346457,13.858268,10.0,0.62992126,8.622047,-9.291339,-2.6771653,-1.5748031,-5.984252,2.8346457,2.8346457,-5.7086616,14.960629
24,59,15.23622,18.267717,18.818897,19.370079,-2.1259842,7.7952757,8.897637,11.102363,15.787401,19.094488,20.19685,20.19685,20.19685,2.2834647,14.409449,14.409449,10.275591,2.2834647,7.2440944,12.480315,11.102363,11.377953,9.724409,-8.740157,-4.88189,-4.055118,1.4566929,-2.4015749,-2.4015749,-5.984252,11.102363
25,59,11.653543,13.582677,18.818897,17.165354,10.0,8.897637,1.7322835,6.968504,16.062992,19.370079,21.850393,21.850393,21.850393,2.559055,14.133859,12.755905,14.133859,2.559055,10.551181,11.377953,10.826772,8.897637,10.551181,-4.055118,3.1102362,7.5196853,2.559055,1.1811024,1.1811024,-6.8110237,4.2125983
42,59,12.480315,12.480315,16.614174,19.370079,10.0,9.173228,-1.023622,8.897637,15.511811,19.921259,18.543306,18.543306,18.543306,-0.19685039,14.960629,14.6850395,13.307087,1.7322835,7.2440944,7.7952757,-3.7795277,3.1102362,10.0,-2.4015749,-1.023622,8.346457,1.1811024,-2.6771653,-2.6771653,-8.188976,9.173228
43,59,8.346457,13.031496,16.614174,18.543306,12.480315,2.2834647,7.7952757,9.448819,15.787401,19.094488,20.47244,20.47244,20.47244,3.3858268,16.338583,9.448819,-4.055118,1.7322835,5.03937,10.275591,-10.393701,3.1102362,8.622047,0.62992126,-4.055118,7.5196853,3.3858268,-7.3622046,-7.3622046,-8.188976,8.622047
46,59,6.141732,18.267717,20.748032,15.787401,10.826772,9.173228,10.275591,10.0,18.267717,19.921259,19.64567,19.64567,19.64567,-0.7480315,15.511811,11.929133,4.7637796,1.1811024,5.03937,5.03937,-2.6771653,3.1102362,10.826772,0.9055118,-8.740157,6.4173226,3.6614172,-5.7086616,-5.7086616,-7.086614,3.937008
47,59,6.141732,18.267717,19.921259,17.440945,9.448819,16.338583,8.622047,10.826772,19.921259,20.47244,19.094488,19.094488,19.094488,0.62992126,16.338583,7.5196853,12.755905,-3.7795277,4.7637796,2.559055,-2.6771653,-5.984252,2.8346457,-2.1259842,-1.5748031,8.622047,2.007874,8.070867,8.070867,-9.291339,-0.47244096
49,59,10.551181,13.307087,19.370079,16.062992,7.2440944,14.409449,11.377953,8.622047,16.062992,16.614174,17.716536,17.716536,17.716536,7.7952757,16.338583,12.204724,11.929133,-1.8503937,4.7637796,4.4881887,-1.5748031,-8.740157,7.7952757,0.07874016,0.9055118,8.622047,-1.5748031,6.968504,6.968504,-11.496063,-1.2992126
51,59,12.755905,16.889763,19.094488,17.992126,9.724409,15.23622,14.133859,13.307087,16.062992,17.440945,19.370079,19.370079,19.370079,14.133859,15.23622,15.23622,7.7952757,-3.7795277,3.1102362,1.4566929,-1.5748031,2.8346457,-1.2992126,2.007874,2.2834647,6.4173226,-0.7480315,2.559055,2.559055,-10.118111,-2.952756
54,59,11.653543,14.6850395,19.370079,16.062992,12.755905,13.307087,14.960629,8.346457,16.614174,13.307087,18.818897,18.818897,18.818897,11.102363,12.480315,16.062992,10.826772,-4.055118,1.4566929,4.2125983,0.07874016,1.4566929,2.2834647,-2.4015749,13.307087,2.8346457,0.07874016,3.1102362,3.1102362,-11.220472,-12.322835
69,59,10.275591,16.062992,18.818897,13.858268,12.755905,10.0,14.960629,7.5196853,16.889763,16.889763,18.267717,18.267717,18.267717,12.204724,11.929133,16.338583,11.102363,-0.19685039,1.1811024,4.2125983,0.62992126,0.9055118,3.6614172,-3.503937,11.377953,-0.7480315,-0.19685039,3.3858268,3.3858268,-10.6692915,-7.6377954
70,59,13.307087,18.267717,16.889763,12.480315,15.23622,8.070867,14.133859,9.173228,15.23622,14.133859,16.062992,16.062992,16.062992,1.7322835,11.929133,15.787401,8.897637,-0.19685039,1.1811024,0.62992126,-2.4015749,3.3858268,2.2834647,-9.84252,10.275591,2.559055,-1.023622,3.1102362,3.1102362,-14.803149,-10.118111
71,59,12.755905,19.370079,17.165354,12.755905,10.275591,11.653543,13.031496,8.897637,14.960629,8.346457,15.23622,15.23622,15.23622,-4.3307085,12.480315,11.377953,10.275591,3.3858268,-1.023622,2.2834647,-0.19685039,1.7322835,-0.19685039,-7.086614,3.3858268,9.724409,-1.5748031,5.03937,5.03937,-10.944881,-7.6377954
72,59,8.622047,19.094488,16.338583,5.3149605,8.897637,18.818897,13.031496,8.897637,16.338583,10.275591,14.409449,14.409449,14.409449,-3.2283463,10.826772,10.275591,7.7952757,4.4881887,1.1811024,-0.47244096,1.4566929,-2.952756,-5.1574802,-1.2992126,5.5905514,7.2440944,-12.598425,2.2834647,2.2834647,-13.700788,-5.1574802
75,59,5.3149605,18.543306,16.614174,0.35433072,8.070867,18.818897,9.448819,7.7952757,13.031496,7.5196853,16.338583,16.338583,16.338583,-1.2992126,10.826772,12.755905,8.070867,6.968504,14.960629,3.6614172,-0.7480315,-2.1259842,-4.3307085,-2.4015749,4.4881887,0.35433072,-7.3622046,1.1811024,1.1811024,-12.874016,-9.291339
76,59,8.346457,20.47244,13.858268,10.275591,10.275591,15.23622,6.4173226,10.826772,11.377953,6.968504,14.133859,14.133859,14.133859,2.559055,9.173228,12.480315,6.6929135,10.551181,13.307087,2.8346457,7.2440944,-7.6377954,0.62992126,-4.88189,3.3858268,-7.3622046,-9.84252,3.3858268,3.3858268,-7.913386,-8.464567
77,59,10.275591,18.818897,13.858268,13.582677,6.141732,17.716536,3.1102362,11.653543,8.897637,9.724409,14.409449,14.409449,14.409449,0.35433072,9.724409,6.141732,6.4173226,8.622047,14.6850395,0.62992126,-1.2992126,1.4566929,1.4566929,-5.984252,2.2834647,-6.5354333,-10.393701,0.9055118,0.9055118,-10.944881,-8.464567
79,59,12.204724,18.267717,16.614174,10.0,9.724409,16.062992,16.062992,11.377953,14.133859,8.346457,15.511811,15.511811,15.511811,-2.952756,10.551181,6.4173226,5.3149605,5.03937,14.409449,-1.8503937,2.007874,5.3149605,-3.7795277,-15.905512,2.559055,-6.5354333,-7.6377954,1.1811024,1.1811024,-14.251968,-7.913386
83,59,8.622047,18.543306,16.062992,8.070867,12.204724,17.440945,16.062992,9.724409,11.102363,10.275591,13.858268,13.858268,13.858268,0.35433072,12.204724,11.929133,6.141732,10.275591,16.338583,-3.2283463,2.559055,-4.6062994,13.582677,-8.464567,8.346457,-3.2283463,-10.6692915,1.1811024,1.1811024,-13.9763775,-5.984252
85,59,21.574802,16.062992,16.062992,3.937008,9.724409,18.818897,15.787401,9.448819,11.377953,11.377953,14.133859,14.133859,14.133859,0.07874016,11.102363,12.755905,5.5905514,-3.503937,13.307087,-5.4330707,-4.3307085,-3.7795277,11.102363,0.35433072,8.897637,5.03937,-5.1574802,2.8346457,2.8346457,-14.803149,-2.952756
86,59,19.370079,17.440945,14.6850395,11.377953,9.173228,15.787401,13.307087,8.070867,9.724409,10.275591,15.23622,15.23622,15.23622,8.622047,10.0,8.070867,6.141732,2.8346457,12.755905,-1.2992126,-2.952756,14.960629,9.448819,7.5196853,9.448819,0.35433072,0.35433072,3.3858268,3.3858268,0.35433072,-5.4330707
102,59,22.952755,16.614174,15.787401,8.346457,5.866142,12.755905,13.582677,7.2440944,7.7952757,6.968504,13.582677,13.582677,13.582677,8.070867,10.551181,12.755905,5.866142,3.937008,14.409449,6.4173226,-6.2598424,13.582677,11.653543,11.377953,9.173228,0.62992126,-7.913386,3.937008,3.937008,-0.7480315,0.62992126
103,59,24.33071,16.338583,8.346457,5.866142,5.5905514,15.511811,12.755905,2.559055,11.377953,7.7952757,16.614174,16.614174,16.614174,9.448819,10.275591,10.551181,6.4173226,1.7322835,16.062992,1.1811024,-3.503937,12.204724,7.5196853,12.755905,9.448819,-0.47244096,-11.496063,3.3858268,3.3858268,0.9055118,-2.1259842
104,59,24.055119,17.440945,11.653543,4.4881887,0.62992126,15.787401,10.275591,9.448819,6.4173226,6.4173226,13.031496,13.031496,13.031496,8.070867,8.346457,10.0,5.03937,3.6614172,13.031496,2.8346457,1.4566929,11.102363,5.866142,11.653543,8.622047,-0.7480315,-14.251968,4.4881887,4.4881887,2.2834647,-6.8110237
106,59,22.952755,12.755905,15.23622,10.551181,-0.7480315,14.6850395,14.133859,14.960629,6.968504,6.4173226,10.275591,10.275591,10.275591,11.929133,3.1102362,10.275591,4.2125983,3.937008,13.858268,-3.503937,1.1811024,11.653543,11.377953,11.102363,4.7637796,-4.6062994,-2.4015749,1.7322835,1.7322835,-2.6771653,-4.6062994
108,59,24.33071,12.480315,8.622047,4.4881887,7.7952757,13.582677,9.173228,2.2834647,5.866142,2.2834647,10.0,10.0,10.0,9.448819,5.3149605,11.929133,4.4881887,5.866142,13.031496,10.551181,3.6614172,11.653543,4.7637796,8.622047,6.141732,-2.6771653,2.2834647,2.007874,2.007874,7.7952757,-5.1574802
110,59,21.574802,12.755905,13.582677,6.141732,3.937008,13.031496,13.582677,10.826772,3.6614172,8.070867,9.448819,9.448819,9.448819,10.275591,16.889763,13.031496,4.4881887,7.2440944,13.858268,6.968504,4.2125983,11.653543,10.275591,10.275591,2.2834647,-4.3307085,7.7952757,-4.6062994,-4.6062994,8.070867,-10.118111
115,59,20.748032,13.582677,9.173228,2.8346457,1.4566929,14.133859,15.23622,7.2440944,5.03937,5.5905514,10.275591,10.275591,10.275591,-1.8503937,10.0,13.858268,2.559055,4.4881887,15.23622,11.377953,4.4881887,11.653543,11.653543,10.826772,3.1102362,-0.7480315,10.551181,0.62992126,0.62992126,14.409449,-10.944881
116,59,17.992126,14.133859,11.653543,8.622047,6.4173226,13.307087,13.858268,4.4881887,4.7637796,4.4881887,10.826772,10.826772,10.826772,11.929133,18.267717,10.826772,2.8346457,3.1102362,16.338583,8.622047,3.3858268,13.031496,12.480315,11.377953,2.559055,-1.8503937,6.4173226,-1.023622,-1.023622,5.866142,-2.952756
-141,59,17.992126,14.6850395,3.1102362,11.929133,-3.2283463,12.480315,15.787401,5.3149605,3.6614172,5.866142,10.0,10.0,10.0,11.653543,11.653543,14.133859,-1.8503937,0.9055118,14.409449,11.929133,6.141732,11.929133,6.968504,-0.47244096,4.7637796,-0.7480315,7.7952757,-1.8503937,-1.8503937,13.582677,1.4566929
-129,59,15.511811,14.409449,-10.6692915,6.6929135,15.787401,9.724409,14.6850395,3.3858268,11.377953,8.346457,10.0,10.0,10.0,8.897637,6.141732,11.929133,-1.5748031,2.559055,14.6850395,-1.5748031,3.937008,6.4173226,5.5905514,3.3858268,4.7637796,-5.4330707,7.5196853,-5.1574802,-5.1574802,14.6850395,2.2834647
-127,59,18.267717,11.929133,5.5905514,10.275591,16.889763,8.622047,13.858268,12.755905,8.346457,7.7952757,8.346457,8.346457,8.346457,6.4173226,7.7952757,7.2440944,-1.8503937,3.937008,14.960629,0.07874016,7.5196853,8.346457,5.866142,3.3858268,2.2834647,-12.598425,7.2440944,-5.7086616,-5.7086616,2.2834647,-1.023622
-124,59,17.440945,13.858268,12.204724,6.968504,10.551181,9.173228,13.031496,14.409449,5.5905514,8.070867,11.377953,11.377953,11.377953,8.897637,7.5196853,10.0,-0.47244096,11.929133,10.275591,0.35433072,9.448819,8.070867,7.2440944,0.62992126,5.03937,-6.8110237,4.7637796,-4.6062994,-4.6062994,-0.47244096,-5.984252
-123,59,11.653543,13.307087,7.2440944,7.7952757,13.858268,11.929133,13.031496,12.755905,7.2440944,10.0,6.141732,6.141732,6.141732,11.102363,5.3149605,10.275591,-2.1259842,11.653543,11.377953,2.007874,12.204724,6.4173226,7.2440944,-3.2283463,2.8346457,-0.47244096,2.2834647,-2.1259842,-2.1259842,-2.952756,-4.3307085
-111,59,3.6614172,12.480315,5.03937,10.275591,10.826772,16.614174,11.653543,12.480315,8.070867,13.582677,6.141732,6.141732,6.141732,10.826772,14.960629,11.377953,1.7322835,6.4173226,8.897637,-4.88189,9.724409,-3.503937,7.5196853,5.866142,1.7322835,-0.47244096,0.35433072,2.007874,2.007874,1.1811024,-2.952756
-109,59,4.4881887,13.031496,1.4566929,7.7952757,9.173228,12.480315,13.031496,13.858268,7.2440944,13.307087,6.968504,6.968504,6.968504,10.0,17.440945,13.858268,5.03937,13.858268,5.5905514,5.03937,9.724409,-2.1259842,8.346457,5.3149605,2.2834647,2.8346457,0.07874016,1.4566929,1.4566929,9.724409,-1.2992126
-99,59,6.968504,12.480315,14.133859,9.173228,15.511811,10.0,6.968504,13.582677,1.4566929,16.062992,2.8346457,2.8346457,2.8346457,10.0,20.19685,14.960629,12.755905,8.622047,6.4173226,11.929133,8.897637,6.141732,8.346457,3.937008,0.9055118,-3.2283463,-1.2992126,0.07874016,0.07874016,10.826772,-2.4015749
-97,59,6.968504,14.6850395,15.511811,5.866142,13.582677,13.307087,6.6929135,16.889763,3.6614172,16.338583,0.07874016,0.07874016,0.07874016,10.826772,19.64567,4.4881887,6.4173226,7.5196853,6.141732,9.724409,6.968504,5.5905514,7.2440944,3.6614172,1.1811024,-2.1259842,6.968504,-1.5748031,-1.5748031,0.07874016,-1.2992126
-77,59,6.6929135,14.6850395,15.511811,4.7637796,12.755905,13.858268,10.551181,15.23622,9.724409,-7.3622046,4.4881887,4.4881887,4.4881887,9.448819,14.133859,6.4173226,12.755905,7.2440944,11.377953,11.377953,10.275591,5.3149605,6.4173226,3.937008,1.4566929,0.9055118,-4.3307085,-3.2283463,-3.2283463,-5.4330707,-12.874016
-66,59,4.2125983,13.031496,14.960629,-0.19685039,13.582677,11.929133,11.102363,14.6850395,6.6929135,6.4173226,0.9055118,0.9055118,0.9055118,8.622047,20.47244,7.2440944,11.929133,3.937008,3.937008,8.622047,11.929133,6.4173226,6.6929135,5.5905514,1.7322835,-1.2992126,-0.19685039,-9.291339,-9.291339,-6.5354333,-12.874016
-65,59,10.275591,9.724409,17.165354,6.4173226,8.346457,11.102363,9.724409,13.031496,7.7952757,10.826772,2.2834647,2.2834647,2.2834647,8.070867,18.818897,11.653543,-3.503937,9.173228,2.2834647,10.551181,11.653543,5.3149605,6.6929135,2.559055,2.8346457,0.9055118,2.007874,-9.015748,-9.015748,-2.6771653,-8.740157
-64,59,7.2440944,5.5905514,6.968504,10.275591,8.897637,16.889763,7.7952757,11.653543,-0.7480315,6.968504,2.007874,2.007874,2.007874,2.007874,13.031496,14.409449,-7.6377954,15.787401,5.5905514,11.653543,6.6929135,4.2125983,9.724409,-0.19685039,-4.6062994,-14.803149,-4.055118,-4.055118,-4.055118,6.4173226,-9.015748
-63,59,9.173228,13.858268,19.64567,11.653543,8.070867,0.62992126,8.622047,10.0,7.5196853,18.543306,-0.19685039,-0.19685039,-0.19685039,6.6929135,16.062992,12.204724,6.141732,15.23622,5.866142,9.448819,7.7952757,4.7637796,8.622047,1.4566929,2.8346457,12.755905,-3.2283463,-2.1259842,-2.1259842,5.03937,-9.291339
-62,59,6.6929135,12.480315,19.370079,14.409449,8.346457,-8.188976,10.551181,9.724409,7.7952757,20.47244,2.8346457,2.8346457,2.8346457,3.937008,6.141732,11.377953,9.173228,13.307087,8.897637,6.141732,5.3149605,-4.3307085,6.4173226,-2.4015749,2.559055,9.448819,-4.3307085,-0.7480315,-0.7480315,1.1811024,-7.913386
-61,59,8.070867,7.5196853,19.094488,13.031496,-11.771653,4.7637796,10.826772,9.173228,11.102363,21.299213,2.559055,2.559055,2.559055,4.2125983,6.968504,11.102363,9.173228,11.102363,6.6929135,3.3858268,5.03937,-3.7795277,9.448819,-6.8110237,5.3149605,-1.023622,-1.023622,5.03937,5.03937,3.6614172,-7.6377954
-59,59,11.102363,8.346457,20.19685,15.787401,8.346457,8.070867,11.102363,7.5196853,10.275591,10.826772,2.2834647,2.2834647,2.2834647,13.582677,15.787401,6.4173226,11.377953,12.755905,5.3149605,7.5196853,5.3149605,-15.354331,8.346457,15.23622,-1.023622,9.173228,-2.6771653,7.2440944,7.2440944,2.559055,-4.6062994
-58,59,10.551181,9.724409,18.267717,4.4881887,12.480315,3.1102362,11.929133,6.968504,9.724409,17.440945,0.62992126,0.62992126,0.62992126,15.23622,14.409449,3.937008,10.826772,15.511811,6.6929135,9.448819,5.866142,-13.149607,6.968504,8.070867,0.62992126,7.2440944,-4.88189,8.622047,8.622047,2.2834647,-7.913386
-52,59,10.275591,-2.4015749,15.23622,14.6850395,13.307087,10.551181,6.6929135,4.2125983,8.897637,16.614174,-0.19685039,-0.19685039,-0.19685039,13.307087,18.543306,8.622047,10.0,13.582677,5.866142,9.448819,7.2440944,-11.771653,7.7952757,10.551181,3.1102362,-5.984252,-4.88189,3.6614172,3.6614172,1.1811024,-10.393701
-51,59,9.724409,-8.188976,17.716536,14.960629,13.858268,7.7952757,-0.19685039,7.2440944,4.2125983,16.889763,2.2834647,2.2834647,2.2834647,16.062992,17.440945,4.7637796,12.204724,11.653543,3.6614172,13.307087,3.1102362,-11.771653,7.5196853,9.724409,3.3858268,2.8346457,-1.8503937,0.35433072,0.35433072,0.07874016,-9.291339
-48,59,12.480315,-1.023622,15.511811,12.755905,16.614174,7.7952757,11.377953,-0.7480315,6.4173226,15.511811,-0.47244096,-0.47244096,-0.47244096,18.267717,14.960629,9.724409,11.377953,10.826772,6.6929135,12.480315,9.448819,-10.944881,4.4881887,12.755905,5.3149605,-1.5748031,-0.7480315,5.03937,5.03937,0.35433072,-12.047244
-42,59,18.267717,5.866142,11.102363,11.102363,17.716536,8.622047,7.2440944,-0.19685039,13.582677,14.133859,-0.7480315,-0.7480315,-0.7480315,17.165354,15.511811,7.5196853,10.826772,11.102363,0.9055118,5.5905514,11.929133,-12.047244,6.141732,12.204724,6.4173226,-9.84252,-0.47244096,-14.527559,-14.527559,-8.740157,-8.740157
-41,59,14.960629,10.0,10.551181,10.275591,17.440945,11.377953,11.929133,4.4881887,13.031496,11.653543,1.4566929,1.4566929,1.4566929,15.511811,17.165354,7.7952757,10.826772,11.929133,1.1811024,10.275591,3.1102362,-15.629921,4.4881887,13.858268,-0.19685039,2.559055,-2.6771653,10.275591,10.275591,-2.1259842,-7.6377954
-40,59,17.716536,14.6850395,10.275591,10.551181,19.64567,12.755905,5.3149605,6.141732,9.724409,13.307087,0.07874016,0.07874016,0.07874016,16.062992,16.614174,-0.19685039,7.7952757,13.031496,-15.07874,2.2834647,7.2440944,-13.425197,-0.47244096,11.377953,-7.086614,5.5905514,-0.19685039,7.7952757,7.7952757,-2.4015749,-0.7480315
-19,59,16.338583,16.889763,10.551181,11.102363,16.614174,12.204724,3.937008,6.6929135,12.480315,14.133859,-0.19685039,-0.19685039,-0.19685039,17.165354,9.448819,3.3858268,5.5905514,12.755905,-20.590551,5.3149605,4.2125983,2.2834647,0.9055118,13.031496,3.3858268,-2.1259842,-0.7480315,7.5196853,7.5196853,-0.7480315,7.7952757
22,58,10.275591,16.614174,10.0,8.070867,12.480315,10.551181,11.653543,9.448819,14.6850395,15.23622,2.2834647,2.2834647,2.2834647,5.866142,12.755905,8.622047,5.03937,12.480315,-3.7795277,5.866142,5.3149605,-3.503937,-2.6771653,10.551181,2.559055,0.62992126,-1.8503937,-0.19685039,-0.19685039,-1.8503937,15.23622
23,58,12.755905,19.370079,4.2125983,8.622047,17.165354,12.204724,10.551181,15.787401,13.307087,16.889763,0.62992126,0.62992126,0.62992126,9.448819,12.480315,9.173228,7.7952757,12.480315,8.346457,7.5196853,7.2440944,1.7322835,2.559055,10.0,0.35433072,1.1811024,-8.464567,2.007874,2.007874,-4.055118,10.551181
