27.913385,1,2.09973752
27.637794,1,1.5590551
35.62992,0,2.09973752
36.732285,0,3.1889763
33.149605,1,1.7952756
22.125984,0,1.0866141
37.007874,0,1.9370079
30.393702,0,3.3070867
29.9591156,0,1.8897638
33.700787,1,1.0393701
29.9591156,0,2.09973752
29.9591156,0,2.09973752
29.9591156,1,1.4409449
29.9591156,0,1.1574804
24.606298,1,3.519685
36.732285,0,3.2834647
32.047245,1,1.7480315
33.149605,1,2.09973752
29.9591156,1,3.1181102
24.88189,0,2.09973752
21.299213,1,2.0787401
29.9591156,1,0.8503937
35.354332,1,2.09973752
26.259842,0,2.09973752
29.9591156,0,1.464567
33.149605,1,0.56692916
29.9591156,0,2.09973752
29.9591156,0,2.09973752
29.9591156,0,2.09973752
35.354332,1,0.87401575
21.299213,1,2.09973752
35.90551,0,2.09973752
17.716536,1,1.0629921
29.566929,1,2.09973752
23.228346,1,2.09973752
29.9591156,0,2.09973752
27.362206,0,1.0629921
29.9591156,0,2.6220472
25.433071,1,2.09973752
31.496063,0,2.09973752
31.220472,1,0.8503937
29.9591156,0,2.09973752
35.354332,1,2.09973752
29.9591156,0,2.09973752
29.9591156,0,0.9212598
29.9591156,1,2.6456692
29.9591156,0,2.09973752
29.9591156,0,2.09973752
26.811024,0,2.09973752
29.9591156,0,2.09973752
29.9591156,0,2.09973752
35.62992,1,3.0944881
30.66929,1,0.9448819
32.047245,1,2.574803
32.322834,0,2.09973752
30.11811,0,2.09973752
29.9591156,0,3.566929
29.84252,1,2.09973752
30.11811,1,1.488189
29.015749,1,2.952756
28.188976,1,2.055118
29.9591156,0,2.952756
29.9591156,1,2.09973752
30.66929,1,1.9133859
22.125984,1,3.566929
28.188976,0,2.09973752
29.9591156,0,1.7716535
29.9591156,1,2.09973752
29.9591156,0,2.09973752
29.9591156,0,2.574803
29.9591156,0,2.09973752
29.9591156,0,3.472441
38.937008,0,2.055118
37.559055,0,1.9370079
29.9591156,0,2.09973752
21.574802,0,2.09973752
29.9591156,1,2.09973752
32.874016,0,2.1023622
29.9591156,0,2.09973752
19.921259,1,2.6456692
29.9591156,0,2.09973752
25.433071,1,2.09973752
29.9591156,0,2.09973752
34.527557,1,2.09973752
29.9591156,0,2.09973752
29.9591156,0,2.09973752
29.9591156,0,2.09973752
22.677166,0,2.09973752
29.9591156,1,2.09973752
29.9591156,1,2.09973752
29.9591156,0,2.2913387
36.732285,0,2.6220472
29.9591156,0,2.09973752
29.9591156,0,2.09973752
36.181103,1,2.8346457
