Temperature,Fire,Watervapor,Solarinsolation
18.405511655405405,0,1.4624671993333336,49.80315
26.535433,1,0.5905512,99.6063
25.433071,0,2.6929133,186.22047
33.700787,1,1.9133859,175.3937
10.275591,0,1.4624671993333336,56.299213
18.405511655405405,0,1.4624671993333336,51.968502
18.405511655405405,0,1.4624671993333336,220.86613
18.267717,0,1.4624671993333336,257.67715
24.606298,0,1.4624671993333336,106.10236
18.405511655405405,0,1.4624671993333336,214.37007
18.405511655405405,0,1.4624671993333336,88.779526
14.133859,0,1.4624671993333336,292.32285
21.299213,0,1.4624671993333336,140.74803
18.405511655405405,0,1.4624671993333336,212.20473
18.267717,0,1.3700787,212.20473
-15.354331,0,1.4624671993333336,86.614174
14.133859,0,1.4624671993333336,203.5433
18.543306,0,1.4624671993333336,177.55905
21.850393,0,1.4624671993333336,205.70866
25.15748,0,0.96850395,207.87401
18.405511655405405,0,1.4624671993333336,10.826772
18.405511655405405,0,2.551181,155.90552
18.405511655405405,0,1.4624671993333336,197.04724
22.677166,0,1.4624671993333336,88.779526
24.88189,0,1.0629921,201.37796
-7.6377954,0,1.4624671993333336,23.818897
18.405511655405405,0,1.4624671993333336,121.25984
18.405511655405405,0,1.4624671993333336,214.37007
18.405511655405405,0,1.4624671993333336,225.19685
29.291338,0,1.2519685,201.37796
18.405511655405405,0,1.4624671993333336,30.31496
13.858268,0,1.4624671993333336,151.5748
18.405511655405405,0,1.4624671993333336,210.03937
21.299213,0,1.4624671993333336,246.85039
25.708662,0,1.3228346,162.40158
18.405511655405405,0,1.4624671993333336,23.818897
22.401575,0,1.4624671993333336,253.34645
18.405511655405405,0,2.1732283,270.66928
18.405511655405405,0,1.4409449,266.3386
27.086615,0,1.4624671993333336,192.71654
18.405511655405405,0,0.77952754,25.984251
21.850393,0,2.433071,214.37007
18.405511655405405,0,0.9448819,162.40158
25.433071,0,1.511811,264.17322
27.086615,0,1.4624671993333336,194.8819
18.405511655405405,0,1.2283465,47.637794
15.787401,0,1.4624671993333336,227.3622
18.405511655405405,0,0.9448819,238.18898
27.637794,0,1.3228346,262.00787
18.405511655405405,0,0.8267717,114.76378
-3.7795277,0,1.4624671993333336,99.6063
20.47244,0,1.4624671993333336,149.40945
18.405511655405405,0,1.4624671993333336,303.1496
27.913385,0,1.4624671993333336,251.1811
16.614174,0,1.4624671993333336,82.28346
18.405511655405405,0,2.1732283,32.480316
19.094488,0,1.4624671993333336,177.55905
23.228346,0,1.4624671993333336,158.07086
25.984251,1,1.2755905,253.34645
18.543306,0,1.4624671993333336,171.06299
18.405511655405405,0,1.4624671993333336,69.291336
18.405511655405405,0,1.4624671993333336,138.58267
18.405511655405405,0,1.4624671993333336,309.64566
29.566929,0,1.4624671993333336,229.52756
23.779528,0,1.4624671993333336,93.11024
2.8346457,0,1.4624671993333336,67.125984
15.23622,0,1.4624671993333336,140.74803
20.19685,0,1.4624671993333336,342.12598
9.724409,0,1.4624671993333336,162.40158
18.405511655405405,0,1.4624671993333336,36.811024
13.858268,0,1.1574804,233.85826
30.66929,0,1.7952756,324.80316
21.574802,1,1.4624671993333336,108.267715
18.405511655405405,0,1.4624671993333336,80.11811
18.405511655405405,0,1.7952756,238.18898
29.291338,0,1.4624671993333336,339.96063
18.405511655405405,0,2.3385828,86.614174
18.405511655405405,0,1.7244095,218.70079
31.496063,0,2.1968503,346.4567
17.165354,0,1.4624671993333336,103.937004
-4.88189,0,1.535433,75.7874
13.031496,0,1.1338583,281.49606
28.740158,0,1.4624671993333336,337.7953
18.405511655405405,0,1.4624671993333336,244.68504
18.405511655405405,0,1.1102362,51.968502
25.708662,0,1.2283465,285.82678
32.047245,0,1.1574804,303.1496
24.88189,0,1.4624671993333336,238.18898
18.405511655405405,0,0.6614173,21.653543
23.228346,0,1.7007874,275.0
27.913385,0,1.4624671993333336,233.85826
-8.464567,0,2.1732283,86.614174
29.291338,0,1.7244095,242.51968
29.291338,0,1.4624671993333336,168.89764
-1.5748031,0,2.433071,69.291336
22.952755,0,1.4624671993333336,80.11811
18.405511655405405,0,1.4624671993333336,121.25984
18.405511655405405,0,1.4624671993333336,32.480316
18.405511655405405,0,1.4624671993333336,294.4882
18.405511655405405,0,1.4624671993333336,62.795277
18.405511655405405,0,0.6614173,36.811024
15.511811,0,1.4624671993333336,270.66928
18.405511655405405,0,1.4624671993333336,47.637794
18.405511655405405,0,1.4624671993333336,34.645668
14.960629,0,1.4624671993333336,175.3937
18.405511655405405,0,1.4624671993333336,132.08661
18.405511655405405,0,1.4624671993333336,56.299213
13.307087,0,1.4624671993333336,125.59055
18.405511655405405,0,1.4624671993333336,197.04724
18.405511655405405,0,0.33070865,199.2126
-15.354331,0,1.4624671993333336,88.779526
18.405511655405405,0,1.4624671993333336,82.28346
20.19685,0,1.2047244,162.40158
16.889763,0,0.21259843,205.70866
-12.047244,0,1.4624671993333336,88.779526
18.405511655405405,0,1.4624671993333336,186.22047
21.850393,0,1.464567,279.33072
20.19685,0,1.4624671993333336,203.5433
18.405511655405405,0,1.4624671993333336,38.97638
15.511811,0,1.4624671993333336,236.02362
19.094488,1,1.464567,303.1496
21.299213,0,1.4624671993333336,121.25984
18.405511655405405,0,1.4624671993333336,38.97638
18.405511655405405,0,2.1732283,294.4882
20.748032,0,1.4624671993333336,0.0
18.405511655405405,0,1.4624671993333336,123.42519
18.405511655405405,0,1.6535434,54.133858
