Latitude,Temperature,Altitude
-144,3.1102362,21
-143,2.2834647,21
-142,-2.6771653,21
-137,4.2125983,21
-136,-1.2992126,21
-135,0.35433072,21
-128,0.62992126,21
-127,3.3858268,21
-125,-5.984252,21
-124,2.2834647,21
-122,3.1102362,21
-119,0.9055118,21
-116,-13.149607,21
-114,-12.322835,21
-113,-4.055118,21
-111,-0.47244096,21
-110,-1.8503937,21
-108,-0.47244096,21
-107,-0.47244096,21
-106,-7.913386,21
-105,-3.503937,21
-104,-4.055118,21
-103,-1.023622,21
-102,-5.1574802,21
-101,-3.7795277,21
-100,-3.2283463,21
-99,-1.5748031,21
-98,-2.1259842,21
-97,-2.6771653,21
-96,-1.8503937,21
-95,-2.1259842,21
-94,-1.2992126,21
-93,-7.3622046,21
-92,-4.3307085,21
-91,-2.1259842,21
-90,-7.6377954,21
-89,-5.7086616,21
-88,-10.6692915,21
-87,-9.84252,21
-86,-12.874016,21
-85,-15.905512,21
-84,-19.763779,21
-83,-17.834646,21
-82,-19.48819,21
-81,-17.834646,21
-80,-13.149607,21
-79,-12.322835,21
-78,-12.874016,21
-77,-11.220472,21
-75,-11.220472,21
-68,-9.566929,21
-67,-8.464567,21
-66,-9.015748,21
-65,-9.291339,21
-63,-9.566929,21
-61,-10.6692915,21
-60,-10.118111,21
-59,-9.291339,21
-57,-4.88189,21
-56,-8.188976,21
-55,-9.291339,21
-54,-9.566929,21
-53,-6.8110237,21
-52,-10.6692915,21
-49,-10.118111,21
-42,-11.771653,21
-41,-10.944881,21
-40,-10.6692915,21
-38,-10.393701,21
-37,-7.913386,21
-36,-6.8110237,21
-35,-4.055118,21
-34,-5.7086616,21
-33,-6.8110237,21
-32,-5.984252,21
-31,-5.984252,21
-30,-4.88189,21
-29,-7.086614,21
-28,-7.913386,21
-27,-10.393701,21
-26,-5.984252,21
-25,-4.055118,21
-24,-4.88189,21
-18,-2.952756,21
-17,-0.47244096,21
-16,-1.8503937,21
-8,-1.2992126,21
-7,-2.6771653,21
-6,-1.5748031,21
-5,3.1102362,21
-4,2.007874,21
-3,1.7322835,21
-2,0.9055118,21
-1,-0.7480315,21
0,5.03937,22
1,4.7637796,22
2,-0.47244096,22
3,1.7322835,22
16,6.141732,22
17,3.3858268,22
18,4.4881887,22
19,5.3149605,22
20,1.4566929,22
21,1.7322835,22
22,-0.19685039,22
23,-1.023622,22
24,-5.4330707,22
25,-5.984252,22
26,-3.2283463,22
27,-4.6062994,22
28,-1.5748031,22
29,-2.1259842,22
30,-2.952756,22
31,-2.6771653,22
32,-1.8503937,22
33,-2.952756,22
34,-3.2283463,22
35,-2.6771653,22
36,-4.6062994,22
37,-4.88189,22
38,-5.984252,22
39,-3.7795277,22
40,-4.88189,22
41,-4.88189,22
42,-4.88189,22
43,-9.291339,22
48,-5.7086616,22
49,-5.4330707,22
53,-8.464567,22
54,-8.464567,22
55,-11.496063,22
56,-9.015748,22
57,-5.984252,22
59,-7.913386,22
60,-10.944881,22
61,-11.220472,22
62,-11.220472,22
63,-12.322835,22
64,-15.629921,22
68,-12.598425,22
69,-15.07874,22
71,-15.629921,22
72,-14.803149,22
75,-12.874016,22
77,-11.496063,22
78,-12.047244,22
79,-10.6692915,22
82,-9.015748,22
83,-12.322835,22
84,-5.1574802,22
85,-11.771653,22
86,-14.527559,22
87,-13.9763775,22
88,-12.874016,22
89,-12.874016,22
90,-15.07874,22
91,-12.874016,22
92,-12.322835,22
93,-7.086614,22
94,-13.149607,22
95,-10.118111,22
96,-10.393701,22
97,-12.322835,22
102,-10.118111,22
103,-13.700788,22
104,-10.118111,22
107,-11.220472,22
108,-12.874016,22
109,-11.220472,22
110,-17.559055,22
111,-16.181103,22
112,-17.007874,22
113,-23.622047,22
114,-20.03937,22
126,-11.771653,22
127,-9.84252,22
128,-12.874016,22
129,-14.803149,22
130,-17.559055,22
131,-22.795275,22
132,-23.346457,22
133,-21.141733,22
136,-23.897638,22
138,-19.48819,22
139,-21.692913,22
140,-22.795275,22
141,-18.661417,22
142,-15.629921,22
143,-17.559055,22
145,-22.519686,22
-166,8.897637,22
-165,2.8346457,22
-163,-6.2598424,22
-162,4.2125983,22
-147,-2.4015749,22
-146,2.007874,22
-145,3.3858268,22
-143,3.3858268,22
-141,-5.7086616,22
-140,-2.6771653,22
-136,3.6614172,22
-132,4.7637796,22
-131,4.4881887,22
-128,2.559055,22
-127,-2.6771653,22
-125,2.559055,22
-119,-4.055118,22
-117,-3.503937,22
-116,-12.047244,22
-115,-7.086614,22
-114,-6.2598424,22
-113,-1.2992126,22
-112,-1.023622,22
-109,0.35433072,22
-108,1.1811024,22
-106,-7.086614,22
-105,-6.8110237,22
-104,-5.1574802,22
-103,-3.7795277,22
-102,-1.8503937,22
-101,-0.7480315,22
-100,-2.1259842,22
-99,-3.503937,22
-98,-3.2283463,22
-97,-2.952756,22
-96,-3.2283463,22
-95,-3.2283463,22
-94,-0.47244096,22
-93,-1.5748031,22
-92,-4.6062994,22
-91,-7.913386,22
-90,-8.188976,22
-89,-6.8110237,22
-88,-7.086614,22
-87,-12.322835,22
-86,-16.456694,22
-85,-13.700788,22
-84,-13.425197,22
-83,-15.07874,22
-82,-15.07874,22
-81,-10.944881,22
-74,-11.771653,22
-63,-9.291339,22
-62,-13.425197,22
-61,-10.6692915,22
-60,-9.291339,22
-56,-4.3307085,22
-55,-5.1574802,22
-54,-5.984252,22
-53,-9.015748,22
-52,-11.496063,22
-42,-12.322835,22
-41,-12.322835,22
-40,-12.322835,22
-39,-13.700788,22
-38,-9.015748,22
-37,-8.740157,22
-35,-6.5354333,22
-33,-7.913386,22
-32,-7.913386,22
-31,-4.6062994,22
-30,-4.055118,22
-29,-7.6377954,22
-28,-7.913386,22
-27,-6.8110237,22
-26,-12.874016,22
-25,-15.354331,22
-24,-15.629921,22
-23,-13.149607,22
-20,-4.6062994,22
-19,-4.6062994,22
-17,-6.5354333,22
-16,-2.4015749,22
-9,-4.6062994,22
-8,-2.6771653,22
-7,-0.19685039,22
-6,2.2834647,22
-5,4.2125983,22
-4,5.3149605,22
-3,1.7322835,22
-2,-4.3307085,22
-1,-0.47244096,22
0,5.03937,23
8,5.3149605,23
9,2.559055,23
14,4.2125983,23
15,5.5905514,23
16,3.937008,23
18,2.8346457,23
20,2.8346457,23
21,4.2125983,23
22,6.141732,23
24,3.1102362,23
25,1.4566929,23
27,0.07874016,23
28,1.4566929,23
29,1.4566929,23
30,-0.7480315,23
31,0.07874016,23
32,-0.7480315,23
33,-1.023622,23
34,-2.1259842,23
35,-2.1259842,23
36,-2.4015749,23
37,-1.5748031,23
38,-1.5748031,23
39,-6.2598424,23
42,-4.6062994,23
43,-8.188976,23
51,-6.2598424,23
52,-2.6771653,23
53,-5.1574802,23
54,-7.3622046,23
60,-6.5354333,23
70,-12.322835,23
72,-17.283464,23
77,-7.3622046,23
79,-11.220472,23
80,-18.661417,23
81,-9.566929,23
82,-9.291339,23
83,-13.425197,23
85,-13.149607,23
91,-13.425197,23
95,-10.393701,23
96,-7.3622046,23
107,-19.48819,23
111,-10.6692915,23
112,-14.251968,23
113,-10.944881,23
114,-14.251968,23
116,-16.456694,23
117,-22.244095,23
130,-17.283464,23
131,-20.590551,23
136,-23.070866,23
143,-7.3622046,23
144,-23.070866,23
145,-21.692913,23
157,-0.19685039,23
-168,10.275591,23
-167,5.3149605,23
-166,4.7637796,23
-165,4.2125983,23
-164,4.4881887,23
-163,3.937008,23
-162,3.937008,23
-161,3.3858268,23
-159,4.7637796,23
-158,2.8346457,23
-157,4.7637796,23
-156,3.1102362,23
-155,-0.19685039,23
-149,-1.2992126,23
-148,-0.19685039,23
-147,0.62992126,23
-145,2.559055,23
-144,5.866142,23
-136,-1.2992126,23
-135,-1.2992126,23
-133,3.6614172,23
-132,5.3149605,23
-131,3.3858268,23
-129,0.07874016,23
-128,-4.88189,23
-127,2.007874,23
-126,2.2834647,23
-125,-2.6771653,23
-122,3.1102362,23
-121,0.9055118,23
-117,-7.6377954,23
-116,-9.291339,23
-115,-1.023622,23
-114,2.007874,23
-113,-2.952756,23
-108,-2.6771653,23
-106,-0.19685039,23
-105,-1.2992126,23
-104,-1.2992126,23
-101,-1.2992126,23
-99,-1.2992126,23
-98,-1.2992126,23
-96,-0.47244096,23
-95,-2.952756,23
-94,-1.8503937,23
-92,-3.2283463,23
-91,-3.503937,23
-84,-11.771653,23
-83,-13.149607,23
-81,-9.015748,23
-80,-15.07874,23
-78,-9.291339,23
-63,-11.496063,23
-56,-2.6771653,23
-52,-12.322835,23
-45,-10.6692915,23
-44,-9.291339,23
-42,-14.527559,23
-41,-12.322835,23
-40,-15.905512,23
-38,-14.803149,23
-37,-16.181103,23
-36,-16.732283,23
-35,-13.9763775,23
-34,-12.047244,23
-32,-8.740157,23
-31,-7.086614,23
-30,-8.740157,23
-29,-8.464567,23
-28,-8.188976,23
-27,-15.629921,23
-26,-13.700788,23
-25,-18.661417,23
-7,-2.952756,23
-4,4.2125983,23
2,4.7637796,24
4,6.968504,24
6,4.7637796,24
7,7.2440944,24
13,10.0,24
14,7.7952757,24
20,5.3149605,24
21,3.3858268,24
22,4.2125983,24
23,4.4881887,24
24,3.1102362,24
25,2.8346457,24
26,1.1811024,24
28,2.559055,24
30,-4.88189,24
31,0.62992126,24
33,-1.5748031,24
34,-2.1259842,24
35,-2.6771653,24
36,-1.5748031,24
37,-3.2283463,24
38,-2.1259842,24
39,-7.086614,24
40,-9.291339,24
42,-11.771653,24
45,-14.527559,24
46,-12.874016,24
58,-6.8110237,24
59,-11.771653,24
60,-6.8110237,24
64,-13.149607,24
75,-10.118111,24
78,-16.456694,24
79,-8.188976,24
81,-7.6377954,24
82,-6.2598424,24
83,-7.6377954,24
84,-11.220472,24
85,-10.944881,24
87,-15.629921,24
103,-4.055118,24
105,-12.322835,24
107,-11.771653,24
108,-11.220472,24
109,-10.118111,24
110,-10.393701,24
111,-6.5354333,24
112,-7.086614,24
115,-6.5354333,24
132,-23.622047,24
-169,11.102363,24
-168,9.173228,24
-167,2.007874,24
-164,3.6614172,24
-163,4.4881887,24
-162,5.3149605,24
-160,5.5905514,24
-159,5.3149605,24
-158,3.3858268,24
-151,2.559055,24
-149,2.007874,24
-148,1.1811024,24
-139,2.559055,24
-136,2.559055,24
-135,-0.47244096,24
-134,2.007874,24
-132,-11.771653,24
-125,-11.771653,24
-124,-6.5354333,24
-122,-1.023622,24
-120,-5.4330707,24
-119,-6.8110237,24
-116,-1.8503937,24
-115,2.007874,24
-114,-0.19685039,24
-113,-2.6771653,24
-105,-0.7480315,24
-104,-6.2598424,24
-102,-1.5748031,24
-100,0.35433072,24
-99,-0.19685039,24
-98,-1.023622,24
-97,-0.47244096,24
-96,-1.2992126,24
-95,-0.7480315,24
-94,-0.7480315,24
-93,-0.47244096,24
-92,-2.1259842,24
-91,-4.3307085,24
-79,-7.086614,24
-63,-8.740157,24
-57,-0.19685039,24
-56,-5.7086616,24
-55,-5.7086616,24
-53,-4.055118,24
-52,-7.3622046,24
-42,-13.9763775,24
-41,-13.700788,24
-36,-15.354331,24
-34,-11.496063,24
-32,-14.251968,24
-31,-7.6377954,24
-30,-12.598425,24
-29,-12.047244,24
-28,-10.393701,24
-27,-10.393701,24
-26,-10.6692915,24
-25,-15.905512,24
-20,-9.291339,24
-10,4.4881887,24
-9,-2.952756,24
-7,-0.19685039,24
-6,4.4881887,24
-5,3.6614172,24
-4,5.5905514,24
5,7.7952757,25
17,7.7952757,25
18,7.5196853,25
19,11.102363,25
20,6.968504,25
21,4.4881887,25
22,3.937008,25
23,3.937008,25
24,5.03937,25
25,4.2125983,25
28,1.1811024,25
29,2.007874,25
30,2.2834647,25
33,3.937008,25
34,5.5905514,25
35,3.937008,25
36,0.07874016,25
37,-1.023622,25
38,0.35433072,25
39,-2.4015749,25
40,-1.5748031,25
43,-8.188976,25
45,-6.8110237,25
48,-10.6692915,25
49,-5.7086616,25
50,-10.118111,25
51,-12.598425,25
52,-14.251968,25
54,-7.086614,25
55,-9.566929,25
56,-6.2598424,25
58,-4.055118,25
59,-7.6377954,25
75,-12.598425,25
76,-9.566929,25
78,-16.181103,25
79,-15.07874,25
80,-11.771653,25
81,-4.88189,25
82,-10.393701,25
85,-6.8110237,25
86,-9.566929,25
87,-5.4330707,25
94,-10.6692915,25
102,-12.322835,25
103,-12.598425,25
105,-13.700788,25
106,-16.732283,25
109,-12.598425,25
110,-9.015748,25
112,-11.220472,25
113,-8.188976,25
114,-12.598425,25
138,-6.2598424,25
161,-4.88189,25
163,-5.984252,25
-170,11.102363,25
-168,5.866142,25
-167,3.937008,25
-165,5.866142,25
-163,6.141732,25
-160,8.070867,25
-159,4.2125983,25
-149,-0.19685039,25
-148,5.5905514,25
-147,5.03937,25
-146,3.3858268,25
-143,4.7637796,25
-141,1.1811024,25
-135,-3.503937,25
-131,-10.6692915,25
-125,-2.1259842,25
-123,-6.8110237,25
-122,-5.1574802,25
-121,-12.047244,25
-116,-2.6771653,25
-115,1.1811024,25
-105,-11.771653,25
-104,0.35433072,25
-103,-0.47244096,25
-101,-4.88189,25
-100,-3.503937,25
-99,-2.6771653,25
-95,-2.952756,25
-94,-1.5748031,25
-92,-1.8503937,25
-90,-3.7795277,25
-89,-3.503937,25
-78,-7.086614,25
-64,-7.3622046,25
-52,-2.1259842,25
-51,-7.913386,25
-49,-9.015748,25
-48,-17.007874,25
-40,-10.118111,25
-39,-7.913386,25
-37,-13.149607,25
-36,-8.188976,25
-35,-11.220472,25
-34,-16.181103,25
-33,-13.149607,25
-31,-13.149607,25
-30,-10.118111,25
-29,-11.220472,25
-28,-9.84252,25
-27,-14.251968,25
-26,-10.393701,25
-25,-10.944881,25
-14,-5.4330707,25
-10,-1.8503937,25
-4,2.007874,25
9,9.724409,26
10,5.5905514,26
17,7.7952757,26
18,9.448819,26
19,9.173228,26
20,5.03937,26
22,3.937008,26
23,3.937008,26
24,4.7637796,26
26,5.3149605,26
27,1.1811024,26
28,-1.023622,26
29,7.2440944,26
30,-0.47244096,26
34,-4.3307085,26
36,2.007874,26
37,3.937008,26
38,2.559055,26
39,0.07874016,26
41,0.9055118,26
42,-2.6771653,26
45,-0.19685039,26
47,-1.8503937,26
48,-5.1574802,26
49,-9.291339,26
50,-11.771653,26
52,-14.251968,26
56,-7.6377954,26
60,-7.913386,26
68,-13.425197,26
77,-11.220472,26
80,-12.874016,26
81,-16.732283,26
83,-6.5354333,26
84,-8.740157,26
85,-9.566929,26
86,-7.3622046,26
87,-4.88189,26
88,-8.740157,26
94,-10.944881,26
108,-8.740157,26
112,-7.3622046,26
115,-3.7795277,26
131,-17.007874,26
137,-9.291339,26
-170,5.5905514,26
-168,3.937008,26
-166,1.7322835,26
-165,-1.023622,26
-164,3.1102362,26
-163,6.141732,26
-161,5.866142,26
-159,6.4173226,26
-157,8.070867,26
-150,4.2125983,26
-147,-1.5748031,26
-145,2.8346457,26
-141,2.2834647,26
-120,-11.220472,26
-116,-3.503937,26
-113,-3.503937,26
-106,1.4566929,26
-103,-1.8503937,26
-94,-1.023622,26
-93,0.07874016,26
-92,-1.8503937,26
-88,-2.1259842,26
-87,-2.952756,26
-86,-5.4330707,26
-70,-7.913386,26
-69,-8.464567,26
-68,-7.913386,26
-67,-9.291339,26
-62,-8.188976,26
-53,-2.4015749,26
-50,-5.984252,26
-45,-8.740157,26
-44,-8.188976,26
-43,-8.188976,26
-42,-10.393701,26
-41,-12.874016,26
-38,-9.291339,26
-37,-10.118111,26
-36,-16.456694,26
-35,-16.181103,26
-33,-7.913386,26
-32,-10.6692915,26
-30,-13.149607,26
-29,-14.527559,26
-28,-12.322835,26
-27,-12.874016,26
-26,-12.322835,26
-19,-11.220472,26
-18,-11.771653,26
-13,-10.118111,26
-12,1.7322835,26
-9,0.07874016,26
-2,6.141732,26
16,12.204724,27
17,10.0,27
19,6.6929135,27
20,5.866142,27
21,5.03937,27
22,7.7952757,27
23,4.2125983,27
24,4.2125983,27
25,3.3858268,27
26,6.4173226,27
27,7.2440944,27
29,7.7952757,27
30,8.622047,27
32,5.3149605,27
33,4.2125983,27
34,3.6614172,27
35,3.1102362,27
36,5.3149605,27
37,0.62992126,27
41,1.7322835,27
42,-1.023622,27
45,-4.055118,27
46,-4.055118,27
49,-5.984252,27
51,-4.88189,27
52,-8.188976,27
53,-15.905512,27
56,-7.086614,27
58,-6.2598424,27
60,-6.2598424,27
69,-6.5354333,27
70,-18.937008,27
77,-6.8110237,27
78,-7.086614,27
79,-9.291339,27
80,-9.566929,27
86,-7.6377954,27
97,-4.3307085,27
111,-10.118111,27
112,-2.6771653,27
131,-20.590551,27
132,-24.17323,27
134,-21.692913,27
135,-18.661417,27
-175,11.377953,27
-174,8.897637,27
-173,4.2125983,27
-172,7.2440944,27
-171,7.5196853,27
-170,7.2440944,27
-169,7.5196853,27
-168,6.141732,27
-167,5.03937,27
-166,5.5905514,27
-165,-1.2992126,27
-164,-0.7480315,27
-146,-1.5748031,27
-142,5.3149605,27
-141,4.2125983,27
-133,0.62992126,27
-132,-6.5354333,27
-125,-8.188976,27
-120,-1.023622,27
-117,-11.771653,27
-115,1.1811024,27
-114,-2.6771653,27
-113,-1.8503937,27
-94,-0.19685039,27
-92,-1.5748031,27
-91,0.35433072,27
-75,-8.188976,27
-69,-9.566929,27
-68,-10.6692915,27
-67,-7.086614,27
-63,-5.4330707,27
-62,-9.015748,27
-61,-9.84252,27
-60,-8.188976,27
-59,-11.496063,27
-51,-12.874016,27
-43,-10.393701,27
-42,-9.291339,27
-41,-8.740157,27
-39,-17.007874,27
-38,-18.661417,27
-35,-15.07874,27
-33,-9.566929,27
-32,-10.944881,27
-31,-10.393701,27
-26,-11.771653,27
-22,-15.905512,27
-14,-11.496063,27
-13,2.007874,27
-11,5.3149605,27
-10,-4.3307085,27
-9,-2.4015749,27
-8,3.6614172,27
-7,0.9055118,27
-6,4.7637796,27
-4,0.62992126,27
-2,-8.464567,27
-1,2.2834647,27
14,10.826772,28
15,9.173228,28
16,10.551181,28
17,13.031496,28
18,8.346457,28
19,8.897637,28
20,9.448819,28
21,9.724409,28
22,8.622047,28
23,6.4173226,28
25,9.724409,28
26,3.6614172,28
27,-4.3307085,28
29,7.2440944,28
30,5.5905514,28
31,10.826772,28
32,-4.055118,28
33,-4.6062994,28
34,5.3149605,28
35,2.007874,28
36,3.3858268,28
37,1.4566929,28
38,-9.291339,28
41,3.1102362,28
42,3.6614172,28
43,2.8346457,28
44,1.4566929,28
58,-5.1574802,28
59,-4.055118,28
60,-4.6062994,28
62,-4.88189,28
63,-4.88189,28
64,4.2125983,28
70,-7.6377954,28
71,-9.015748,28
74,-9.291339,28
78,-10.118111,28
80,-12.322835,28
102,-8.740157,28
104,-9.84252,28
134,-6.8110237,28
135,-11.771653,28
-175,8.070867,28
-174,2.007874,28
-173,4.4881887,28
-169,2.8346457,28
-168,5.03937,28
-165,2.007874,28
-129,-15.07874,28
-128,-10.944881,28
-125,-12.322835,28
-121,-7.3622046,28
-120,-4.055118,28
-117,-1.8503937,28
-115,-0.47244096,28
-114,-1.8503937,28
-113,-1.2992126,28
-101,-14.251968,28
-92,0.62992126,28
-91,0.62992126,28
-90,-3.503937,28
-88,-7.3622046,28
-84,-5.7086616,28
-83,-7.913386,28
-82,-9.84252,28
-81,-6.5354333,28
-80,-7.913386,28
-67,-9.84252,28
-64,-9.291339,28
-62,-10.118111,28
-61,-9.84252,28
-60,-8.464567,28
-59,-9.291339,28
-58,-8.464567,28
-57,-10.393701,28
-43,-10.944881,28
-42,-7.086614,28
-39,-16.456694,28
-34,-11.496063,28
-31,-7.6377954,28
-30,-8.188976,28
-25,-10.6692915,28
-24,-11.771653,28
-13,0.07874016,28
-11,-6.2598424,28
-10,-1.023622,28
-9,-1.8503937,28
14,10.551181,29
15,8.897637,29
16,12.204724,29
17,10.826772,29
19,18.267717,29
20,13.307087,29
22,12.480315,29
23,11.377953,29
24,13.582677,29
25,14.6850395,29
26,7.2440944,29
29,8.897637,29
30,9.724409,29
32,8.070867,29
33,8.346457,29
36,6.968504,29
38,-7.086614,29
40,-3.7795277,29
41,-8.188976,29
42,3.6614172,29
43,1.7322835,29
44,-3.503937,29
45,-0.7480315,29
47,-3.2283463,29
48,-6.5354333,29
62,-7.086614,29
64,-3.2283463,29
71,-9.291339,29
72,-11.771653,29
73,-9.84252,29
74,-4.055118,29
77,-8.464567,29
78,-8.464567,29
84,-9.566929,29
102,-4.3307085,29
103,-3.7795277,29
107,-6.8110237,29
108,-7.086614,29
134,-2.6771653,29
135,2.007874,29
136,-1.023622,29
-175,7.7952757,29
-174,7.5196853,29
-173,5.3149605,29
-171,2.2834647,29
-121,-5.984252,29
-120,-3.7795277,29
-118,-1.8503937,29
-117,-2.1259842,29
-114,-0.47244096,29
-109,-2.1259842,29
-90,-1.5748031,29
-89,-3.7795277,29
-85,-6.2598424,29
-84,-7.086614,29
-79,-12.322835,29
-76,-14.251968,29
-75,-15.354331,29
-74,-21.692913,29
-73,-17.283464,29
-66,-4.88189,29
-65,-4.055118,29
-61,-7.6377954,29
-60,-4.88189,29
-58,-10.393701,29
-57,-10.6692915,29
-56,-7.913386,29
-39,-10.118111,29
-31,-10.393701,29
-30,-8.464567,29
-29,-10.393701,29
-28,-15.07874,29
-18,-15.354331,29
-17,-8.464567,29
-16,0.9055118,29
-15,0.62992126,29
18,14.409449,30
19,14.409449,30
22,14.6850395,30
23,16.062992,30
24,10.826772,30
25,13.031496,30
26,10.275591,30
28,10.275591,30
33,11.377953,30
40,11.102363,30
41,3.3858268,30
42,7.5196853,30
43,4.2125983,30
45,1.4566929,30
46,-2.1259842,30
47,-2.1259842,30
48,-0.47244096,30
49,-4.88189,30
53,-6.2598424,30
69,-9.291339,30
71,-9.291339,30
75,-12.598425,30
76,-8.740157,30
77,-6.8110237,30
78,-11.496063,30
80,-12.598425,30
84,-7.086614,30
103,-5.1574802,30
104,0.07874016,30
105,-5.984252,30
108,-4.88189,30
109,-2.6771653,30
115,-4.3307085,30
-175,10.275591,30
-173,1.1811024,30
-128,2.007874,30
-127,-4.055118,30
-126,0.62992126,30
-125,-0.19685039,30
-122,-2.6771653,30
-117,-2.1259842,30
-112,0.35433072,30
-107,-2.6771653,30
-97,-1.5748031,30
-88,-2.952756,30
-84,-10.6692915,30
-82,-7.913386,30
-67,-13.149607,30
-64,-7.3622046,30
-63,-6.2598424,30
-62,-5.7086616,30
-61,-5.1574802,30
-60,-5.7086616,30
-56,-11.771653,30
-55,-10.393701,30
-53,-8.464567,30
-51,-6.5354333,30
-43,-9.291339,30
-42,-3.2283463,30
-41,-1.8503937,30
-40,-0.19685039,30
-19,-19.212599,30
-18,-15.905512,30
21,12.204724,31
23,14.960629,31
24,11.102363,31
25,4.2125983,31
42,9.173228,31
43,8.622047,31
46,3.937008,31
47,-0.47244096,31
49,-1.2992126,31
51,-2.952756,31
54,-12.322835,31
69,-7.6377954,31
70,-10.118111,31
71,-7.6377954,31
72,-5.1574802,31
75,-9.291339,31
76,-8.464567,31
77,-8.464567,31
79,-7.913386,31
83,-5.984252,31
85,-2.952756,31
86,-5.4330707,31
102,0.62992126,31
103,-2.1259842,31
104,-6.8110237,31
106,-4.6062994,31
108,-5.1574802,31
110,-10.118111,31
115,-10.944881,31
116,-2.952756,31
-141,1.4566929,31
-129,2.2834647,31
-127,-1.023622,31
-124,-5.984252,31
-123,-4.3307085,31
-111,-2.952756,31
-109,-1.2992126,31
-99,-2.4015749,31
-97,-1.2992126,31
-77,-12.874016,31
-66,-12.874016,31
-65,-8.740157,31
-64,-9.015748,31
-63,-9.291339,31
-62,-7.913386,31
-61,-7.6377954,31
-59,-4.6062994,31
-58,-7.913386,31
-52,-10.393701,31
-51,-9.291339,31
-48,-12.047244,31
-42,-8.740157,31
-41,-7.6377954,31
-40,-0.7480315,31
-19,7.7952757,31
22,15.23622,32
23,10.551181,32
25,10.826772,32
44,4.7637796,32
68,-2.1259842,32
72,-8.188976,32
80,-7.3622046,32
84,-8.188976,32
85,-5.4330707,32
103,-5.7086616,32
104,-2.6771653,32
105,-0.7480315,32
107,-5.4330707,32
108,-3.7795277,32
113,-10.393701,32
115,-15.07874,32
116,3.6614172,32
118,10.0,32
172,8.070867,32
174,8.897637,32
175,8.897637,32
176,4.2125983,32
177,5.866142,32
-162,8.346457,32
-158,6.4173226,32
-156,3.937008,32
-115,-11.220472,32
-113,-0.7480315,32
-109,-0.7480315,32
-108,0.9055118,32
-105,-1.023622,32
-104,-4.055118,32
-98,-0.47244096,32
-96,0.07874016,32
-92,-0.7480315,32
-91,-3.7795277,32
-67,-9.84252,32
-64,-15.07874,32
-63,-7.913386,32
-62,-8.740157,32
-61,-7.3622046,32
-60,-12.598425,32
-59,-7.086614,32
-57,-8.740157,32
-52,-7.913386,32
-51,-3.503937,32
-50,-8.464567,32
-48,-10.393701,32
-47,-13.9763775,32
-46,-14.527559,32
-42,-12.874016,32
-41,-1.023622,32
-21,0.35433072,32
-20,-1.2992126,32
-19,5.03937,32
-18,5.866142,32
21,7.2440944,33
49,-13.700788,33
72,-4.88189,33
73,-4.6062994,33
74,-5.7086616,33
75,-6.5354333,33
82,-9.015748,33
83,-7.3622046,33
85,-2.6771653,33
86,-3.503937,33
87,-5.1574802,33
88,-4.88189,33
89,-7.3622046,33
90,-6.2598424,33
91,-1.8503937,33
103,-4.6062994,33
105,-2.4015749,33
106,-0.19685039,33
107,-2.6771653,33
108,-0.47244096,33
111,-12.047244,33
112,-17.559055,33
115,-9.015748,33
117,11.929133,33
174,12.480315,33
176,5.866142,33
-171,5.03937,33
-168,6.6929135,33
-164,10.275591,33
-159,10.0,33
-155,6.968504,33
-154,6.6929135,33
-152,2.8346457,33
-121,-3.7795277,33
-116,-1.5748031,33
-112,0.07874016,33
-111,0.35433072,33
-110,-0.47244096,33
-102,-0.7480315,33
-82,-2.4015749,33
-81,-1.8503937,33
-80,-2.1259842,33
-79,2.2834647,33
-65,-5.1574802,33
-64,-7.3622046,33
-62,-10.393701,33
-61,-10.393701,33
-60,-9.566929,33
-59,-6.8110237,33
-57,-12.047244,33
-55,-10.944881,33
-54,-5.984252,33
-53,-2.952756,33
-52,-10.118111,33
-51,-15.629921,33
-50,-7.6377954,33
-49,-12.598425,33
-48,-11.771653,33
-47,-17.559055,33
-23,-0.7480315,33
-22,-3.2283463,33
-21,-3.7795277,33
-20,8.070867,33
-19,6.968504,33
-18,9.173228,33
-17,8.070867,33
17,8.346457,34
18,7.7952757,34
72,-5.1574802,34
76,-7.6377954,34
82,-6.8110237,34
85,-4.055118,34
87,-2.4015749,34
88,-0.19685039,34
92,0.62992126,34
102,-12.322835,34
103,-0.7480315,34
105,-0.19685039,34
106,-1.5748031,34
107,-0.19685039,34
108,-1.8503937,34
109,-8.464567,34
115,-2.1259842,34
116,7.5196853,34
117,12.204724,34
118,14.6850395,34
119,14.133859,34
174,11.653543,34
175,11.929133,34
176,9.724409,34
-159,4.7637796,34
-158,5.3149605,34
-156,9.173228,34
-154,8.897637,34
-152,8.070867,34
-151,8.070867,34
-150,7.2440944,34
-148,4.4881887,34
-147,3.3858268,34
-118,-7.3622046,34
-116,-3.503937,34
-115,-6.8110237,34
-114,1.4566929,34
-113,-4.055118,34
-112,-2.1259842,34
-106,-1.8503937,34
-105,-2.952756,34
-104,-0.7480315,34
-101,-4.6062994,34
-100,-1.023622,34
-98,-3.2283463,34
-97,2.007874,34
-96,-1.8503937,34
-88,-1.023622,34
-82,-4.055118,34
-81,-3.2283463,34
-79,2.8346457,34
-78,-2.952756,34
-70,-19.212599,34
-62,-9.015748,34
-61,-6.8110237,34
-60,-1.8503937,34
-59,-0.47244096,34
-58,0.07874016,34
-57,-4.88189,34
