Temperature,Fire,Watervapor
6.6929135,0,2.256099130819672
20.516890928387095,0,2.256099130819672
24.055119,0,5.7165356
26.259842,1,4.7007875
24.33071,1,1.5826771
5.03937,0,2.256099130819672
19.921259,0,2.256099130819672
20.516890928387095,0,2.256099130819672
20.516890928387095,0,2.256099130819672
20.516890928387095,0,2.3858268
8.897637,0,0.96850395
20.516890928387095,0,1.9606299
20.516890928387095,0,2.256099130819672
20.516890928387095,0,2.256099130819672
25.984251,0,2.456693
7.7952757,0,0.8267717
20.516890928387095,0,2.256099130819672
27.913385,0,2.256099130819672
28.188976,0,1.7007874
20.516890928387095,0,2.6929133
0.07874016,0,0.87401575
16.889763,0,2.256099130819672
20.516890928387095,0,2.256099130819672
24.33071,0,2.1023622
25.15748,0,2.3149607
20.516890928387095,0,0.992126
25.984251,0,1.1102362
20.516890928387095,0,2.256099130819672
31.771654,0,2.6929133
29.291338,0,2.256099130819672
20.516890928387095,0,2.256099130819672
20.516890928387095,0,1.1811024
20.516890928387095,0,4.7244096
28.188976,0,4.133858
20.516890928387095,0,2.256099130819672
20.516890928387095,0,2.256099130819672
20.516890928387095,0,2.256099130819672
20.516890928387095,0,2.256099130819672
29.566929,0,2.256099130819672
27.362206,0,2.256099130819672
10.275591,0,2.256099130819672
25.15748,0,5.905512
25.433071,0,2.256099130819672
20.516890928387095,0,2.256099130819672
20.516890928387095,0,2.256099130819672
20.516890928387095,0,0.9212598
20.47244,0,2.256099130819672
20.516890928387095,0,2.256099130819672
20.516890928387095,0,0.96850395
22.401575,0,0.7559055
-2.952756,0,1.6062992
20.516890928387095,0,5.2913384
20.516890928387095,0,2.256099130819672
20.516890928387095,0,2.256099130819672
14.133859,0,2.256099130819672
4.7637796,0,1.535433
20.516890928387095,0,4.133858
27.362206,0,2.256099130819672
20.516890928387095,1,2.256099130819672
15.23622,0,0.96850395
7.2440944,0,2.256099130819672
20.516890928387095,0,2.256099130819672
29.291338,0,2.256099130819672
28.188976,0,1.7480315
27.913385,1,1.1574804
20.516890928387095,0,2.256099130819672
21.850393,0,2.256099130819672
20.516890928387095,0,2.256099130819672
20.516890928387095,0,0.77952754
16.338583,0,1.3700787
20.516890928387095,0,3.6377952
30.66929,0,2.256099130819672
20.516890928387095,0,2.256099130819672
10.275591,0,2.8818898
24.606298,0,2.256099130819672
23.779528,0,2.256099130819672
20.516890928387095,0,2.256099130819672
20.516890928387095,0,3.2834647
20.516890928387095,0,2.256099130819672
26.811024,0,2.256099130819672
20.516890928387095,0,2.256099130819672
20.516890928387095,0,3.2598426
32.598427,0,2.256099130819672
23.779528,0,0.77952754
20.516890928387095,0,2.256099130819672
20.516890928387095,0,3.6377952
28.188976,0,3.070866
20.516890928387095,0,2.256099130819672
20.516890928387095,0,2.256099130819672
20.516890928387095,0,3.6850393
20.516890928387095,0,2.256099130819672
20.516890928387095,0,2.256099130819672
20.516890928387095,0,3.0
20.516890928387095,0,2.256099130819672
20.516890928387095,0,2.256099130819672
20.516890928387095,0,2.256099130819672
24.606298,0,1.2519685
3.1102362,0,2.007874
18.818897,0,2.503937
20.516890928387095,1,1.2755905
2.559055,0,2.256099130819672
26.259842,0,2.6220472
30.944881,0,2.256099130819672
20.516890928387095,0,1.1338583
29.566929,0,2.7637796
20.516890928387095,0,1.464567
20.516890928387095,0,1.7952756
19.370079,0,2.256099130819672
20.516890928387095,0,2.256099130819672
28.188976,0,0.9448819
2.559055,0,2.256099130819672
20.516890928387095,0,2.256099130819672
20.516890928387095,0,3.472441
20.516890928387095,0,0.8503937
20.516890928387095,0,2.256099130819672
20.516890928387095,0,2.256099130819672
22.125984,0,2.256099130819672
20.516890928387095,0,1.0393701
12.204724,0,1.7007874
20.516890928387095,0,2.256099130819672
26.259842,1,1.7480315
26.535433,0,1.0393701
19.094488,0,1.9606299
20.516890928387095,0,5.3149605
29.015749,0,1.9370079
20.516890928387095,0,1.2992126
13.307087,0,2.256099130819672
